INVS_YR,INVS_DSRT,INVS_AREA_NM,DNF_SRC_NM,QTMT_NM,IEM_NM,IEM_CNT,METER_PER_IEM_CNT,ADM_ZN_NM,QTMT_CD,IEM_CD,INVS_YMD,CST_NM,STR_LA,STR_LO,END_LA,END_LO
2022,4차,울산 주전,외국기인,플라스틱류,그물,0,0.0,울산,PL,PL_2_49,20220731,동해안,35.568184,129.454903,35.568184,129.454903
2022,4차,울산 주전,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,울산,PL,PL_2_50,20220731,동해안,35.568184,129.454903,35.568184,129.454903
2022,4차,울산 주전,국내기인,플라스틱류,"끈(노끈, 포장용끈)",17,0.85,울산,PL,PL_2_24,20220731,동해안,35.568184,129.454903,35.568184,129.454903
2022,4차,울산 주전,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",3,0.15,울산,PL,PL_2_25,20220731,동해안,35.568184,129.454903,35.568184,129.454903
2022,4차,울산 주전,국내기인,플라스틱류,그물,1,0.05,울산,PL,PL_2_26,20220731,동해안,35.568184,129.454903,35.568184,129.454903
2022,4차,울산 주전,국내기인,플라스틱류,비닐봉지,5,0.25,울산,PL,PL_2_31,20220731,동해안,35.568184,129.454903,35.568184,129.454903
2022,4차,울산 주전,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",8,0.4,울산,PL,PL_2_32,20220731,동해안,35.568184,129.454903,35.568184,129.454903
2022,4차,울주 나사리,외국기인,플라스틱류,그물,0,0.0,울산,PL,PL_2_49,20220731,동해안,35.355592,129.334535,35.355072,129.333999
2022,4차,울주 나사리,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,울산,PL,PL_2_50,20220731,동해안,35.355592,129.334535,35.355072,129.333999
2022,4차,울주 나사리,국내기인,플라스틱류,"끈(노끈, 포장용끈)",1,0.05,울산,PL,PL_2_24,20220731,동해안,35.355592,129.334535,35.355072,129.333999
2022,4차,울주 나사리,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",12,0.6,울산,PL,PL_2_25,20220731,동해안,35.355592,129.334535,35.355072,129.333999
2022,4차,울주 나사리,국내기인,플라스틱류,그물,0,0.0,울산,PL,PL_2_26,20220731,동해안,35.355592,129.334535,35.355072,129.333999
2022,4차,울주 나사리,국내기인,플라스틱류,비닐봉지,4,0.2,울산,PL,PL_2_31,20220731,동해안,35.355592,129.334535,35.355072,129.333999
2022,4차,울주 나사리,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",8,0.4,울산,PL,PL_2_32,20220731,동해안,35.355592,129.334535,35.355072,129.333999
2022,4차,울진 후정,외국기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_49,20220731,동해안,37.070654,129.415776,37.07136,129.414542
2022,4차,울진 후정,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,경북,PL,PL_2_50,20220731,동해안,37.070654,129.415776,37.07136,129.414542
2022,4차,울진 후정,국내기인,플라스틱류,"끈(노끈, 포장용끈)",16,0.8,경북,PL,PL_2_24,20220731,동해안,37.070654,129.415776,37.07136,129.414542
2022,4차,울진 후정,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",8,0.4,경북,PL,PL_2_25,20220731,동해안,37.070654,129.415776,37.07136,129.414542
2022,4차,울진 후정,국내기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_26,20220731,동해안,37.070654,129.415776,37.07136,129.414542
2022,4차,울진 후정,국내기인,플라스틱류,비닐봉지,6,0.3,경북,PL,PL_2_31,20220731,동해안,37.070654,129.415776,37.07136,129.414542
2022,4차,울진 후정,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0.0,경북,PL,PL_2_32,20220731,동해안,37.070654,129.415776,37.07136,129.414542
2022,4차,포항 구룡포,외국기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_49,20220731,동해안,36.063294,129.574351,36.063752,129.573411
2022,4차,포항 구룡포,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",2,0.1,경북,PL,PL_2_50,20220731,동해안,36.063294,129.574351,36.063752,129.573411
2022,4차,포항 구룡포,국내기인,플라스틱류,"끈(노끈, 포장용끈)",6,0.3,경북,PL,PL_2_24,20220731,동해안,36.063294,129.574351,36.063752,129.573411
2022,4차,포항 구룡포,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",27,1.35,경북,PL,PL_2_25,20220731,동해안,36.063294,129.574351,36.063752,129.573411
2022,4차,포항 구룡포,국내기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_26,20220731,동해안,36.063294,129.574351,36.063752,129.573411
2022,4차,포항 구룡포,국내기인,플라스틱류,비닐봉지,0,0.0,경북,PL,PL_2_31,20220731,동해안,36.063294,129.574351,36.063752,129.573411
2022,4차,포항 구룡포,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",10,0.5,경북,PL,PL_2_32,20220731,동해안,36.063294,129.574351,36.063752,129.573411
2022,4차,포항 칠포,외국기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_49,20220731,동해안,36.133848,129.398305,36.134681,129.397533
2022,4차,포항 칠포,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,경북,PL,PL_2_50,20220731,동해안,36.133848,129.398305,36.134681,129.397533
2022,4차,포항 칠포,국내기인,플라스틱류,"끈(노끈, 포장용끈)",1,0.05,경북,PL,PL_2_24,20220731,동해안,36.133848,129.398305,36.134681,129.397533
2022,4차,포항 칠포,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",14,0.7,경북,PL,PL_2_25,20220731,동해안,36.133848,129.398305,36.134681,129.397533
2022,4차,포항 칠포,국내기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_26,20220731,동해안,36.133848,129.398305,36.134681,129.397533
2022,4차,포항 칠포,국내기인,플라스틱류,비닐봉지,9,0.45,경북,PL,PL_2_31,20220731,동해안,36.133848,129.398305,36.134681,129.397533
2022,4차,포항 칠포,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",5,0.25,경북,PL,PL_2_32,20220731,동해안,36.133848,129.398305,36.134681,129.397533
2022,5차,강릉 송정,외국기인,플라스틱류,그물,0,0.0,강원,PL,PL_2_49,20220930,동해안,37.780347,128.937288,37.780843,128.936559
2022,5차,강릉 송정,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,강원,PL,PL_2_50,20220930,동해안,37.780347,128.937288,37.780843,128.936559
2022,5차,강릉 송정,국내기인,플라스틱류,"끈(노끈, 포장용끈)",1,0.05,강원,PL,PL_2_24,20220930,동해안,37.780347,128.937288,37.780843,128.936559
2022,5차,강릉 송정,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",55,2.75,강원,PL,PL_2_25,20220930,동해안,37.780347,128.937288,37.780843,128.936559
2022,5차,강릉 송정,국내기인,플라스틱류,그물,0,0.0,강원,PL,PL_2_26,20220930,동해안,37.780347,128.937288,37.780843,128.936559
2022,5차,강릉 송정,국내기인,플라스틱류,비닐봉지,0,0.0,강원,PL,PL_2_31,20220930,동해안,37.780347,128.937288,37.780843,128.936559
2022,5차,강릉 송정,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0.0,강원,PL,PL_2_32,20220930,동해안,37.780347,128.937288,37.780843,128.936559
2022,5차,동해 노봉,외국기인,플라스틱류,그물,0,0.0,강원,PL,PL_2_49,20220930,동해안,37.58859,129.09935,37.589185,129.098299
2022,5차,동해 노봉,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,강원,PL,PL_2_50,20220930,동해안,37.58859,129.09935,37.589185,129.098299
2022,5차,동해 노봉,국내기인,플라스틱류,"끈(노끈, 포장용끈)",5,0.25,강원,PL,PL_2_24,20220930,동해안,37.58859,129.09935,37.589185,129.098299
2022,5차,동해 노봉,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",69,3.45,강원,PL,PL_2_25,20220930,동해안,37.58859,129.09935,37.589185,129.098299
2022,5차,동해 노봉,국내기인,플라스틱류,그물,1,0.05,강원,PL,PL_2_26,20220930,동해안,37.58859,129.09935,37.589185,129.098299
2022,5차,동해 노봉,국내기인,플라스틱류,비닐봉지,0,0.0,강원,PL,PL_2_31,20220930,동해안,37.58859,129.09935,37.589185,129.098299
2022,5차,동해 노봉,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0.0,강원,PL,PL_2_32,20220930,동해안,37.58859,129.09935,37.589185,129.098299
2022,5차,부산 일광,외국기인,플라스틱류,그물,0,0.0,부산,PL,PL_2_49,20220930,동해안,35.252181,129.252428,35.252181,129.252428
2022,5차,부산 일광,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,부산,PL,PL_2_50,20220930,동해안,35.252181,129.252428,35.252181,129.252428
2022,5차,부산 일광,국내기인,플라스틱류,"끈(노끈, 포장용끈)",28,1.4,부산,PL,PL_2_24,20220930,동해안,35.252181,129.252428,35.252181,129.252428
2022,5차,부산 일광,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",236,11.8,부산,PL,PL_2_25,20220930,동해안,35.252181,129.252428,35.252181,129.252428
2022,5차,부산 일광,국내기인,플라스틱류,그물,0,0.0,부산,PL,PL_2_26,20220930,동해안,35.252181,129.252428,35.252181,129.252428
2022,5차,부산 일광,국내기인,플라스틱류,비닐봉지,5,0.25,부산,PL,PL_2_31,20220930,동해안,35.252181,129.252428,35.252181,129.252428
2022,5차,부산 일광,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",111,5.55,부산,PL,PL_2_32,20220930,동해안,35.252181,129.252428,35.252181,129.252428
2022,5차,속초 청초,외국기인,플라스틱류,그물,0,0.0,강원,PL,PL_2_49,20220930,동해안,38.200627,128.597016,38.198843,128.597144
2022,5차,속초 청초,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,강원,PL,PL_2_50,20220930,동해안,38.200627,128.597016,38.198843,128.597144
2022,5차,속초 청초,국내기인,플라스틱류,"끈(노끈, 포장용끈)",1,0.05,강원,PL,PL_2_24,20220930,동해안,38.200627,128.597016,38.198843,128.597144
2022,5차,속초 청초,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",18,0.9,강원,PL,PL_2_25,20220930,동해안,38.200627,128.597016,38.198843,128.597144
2022,5차,속초 청초,국내기인,플라스틱류,그물,0,0.0,강원,PL,PL_2_26,20220930,동해안,38.200627,128.597016,38.198843,128.597144
2022,5차,속초 청초,국내기인,플라스틱류,비닐봉지,6,0.3,강원,PL,PL_2_31,20220930,동해안,38.200627,128.597016,38.198843,128.597144
2022,5차,속초 청초,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",15,0.75,강원,PL,PL_2_32,20220930,동해안,38.200627,128.597016,38.198843,128.597144
2022,5차,영덕 고래불,외국기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_49,20220930,동해안,36.591809,129.4101,36.590093,129.410426
2022,5차,영덕 고래불,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,경북,PL,PL_2_50,20220930,동해안,36.591809,129.4101,36.590093,129.410426
2022,5차,영덕 고래불,국내기인,플라스틱류,"끈(노끈, 포장용끈)",4,0.2,경북,PL,PL_2_24,20220930,동해안,36.591809,129.4101,36.590093,129.410426
2022,5차,영덕 고래불,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",74,3.7,경북,PL,PL_2_25,20220930,동해안,36.591809,129.4101,36.590093,129.410426
2022,5차,영덕 고래불,국내기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_26,20220930,동해안,36.591809,129.4101,36.590093,129.410426
2022,5차,영덕 고래불,국내기인,플라스틱류,비닐봉지,7,0.35,경북,PL,PL_2_31,20220930,동해안,36.591809,129.4101,36.590093,129.410426
2022,5차,영덕 고래불,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",12,0.6,경북,PL,PL_2_32,20220930,동해안,36.591809,129.4101,36.590093,129.410426
2022,5차,울릉 현포,외국기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_49,20220930,동해안,37.52323,130.814637,37.52323,130.814637
2022,5차,울릉 현포,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",1,0.05,경북,PL,PL_2_50,20220930,동해안,37.52323,130.814637,37.52323,130.814637
2022,5차,울릉 현포,국내기인,플라스틱류,"끈(노끈, 포장용끈)",4,0.2,경북,PL,PL_2_24,20220930,동해안,37.52323,130.814637,37.52323,130.814637
2022,5차,울릉 현포,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",88,4.4,경북,PL,PL_2_25,20220930,동해안,37.52323,130.814637,37.52323,130.814637
2022,5차,울릉 현포,국내기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_26,20220930,동해안,37.52323,130.814637,37.52323,130.814637
2022,5차,울릉 현포,국내기인,플라스틱류,비닐봉지,16,0.8,경북,PL,PL_2_31,20220930,동해안,37.52323,130.814637,37.52323,130.814637
2022,5차,울릉 현포,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",8,0.4,경북,PL,PL_2_32,20220930,동해안,37.52323,130.814637,37.52323,130.814637
2022,5차,울산 대왕암,외국기인,플라스틱류,그물,0,0.0,울산,PL,PL_2_49,20220930,동해안,35.490138,129.439721,35.490602,129.440027
2022,5차,울산 대왕암,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,울산,PL,PL_2_50,20220930,동해안,35.490138,129.439721,35.490602,129.440027
2022,5차,울산 대왕암,국내기인,플라스틱류,"끈(노끈, 포장용끈)",0,0.0,울산,PL,PL_2_24,20220930,동해안,35.490138,129.439721,35.490602,129.440027
2022,5차,울산 대왕암,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",45,2.25,울산,PL,PL_2_25,20220930,동해안,35.490138,129.439721,35.490602,129.440027
2022,5차,울산 대왕암,국내기인,플라스틱류,그물,1,0.05,울산,PL,PL_2_26,20220930,동해안,35.490138,129.439721,35.490602,129.440027
2022,5차,울산 대왕암,국내기인,플라스틱류,비닐봉지,1,0.05,울산,PL,PL_2_31,20220930,동해안,35.490138,129.439721,35.490602,129.440027
2022,5차,울산 대왕암,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",17,0.85,울산,PL,PL_2_32,20220930,동해안,35.490138,129.439721,35.490602,129.440027
2022,5차,울산 주전,외국기인,플라스틱류,그물,0,0.0,울산,PL,PL_2_49,20220930,동해안,35.568184,129.454903,35.568184,129.454903
2022,5차,울산 주전,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,울산,PL,PL_2_50,20220930,동해안,35.568184,129.454903,35.568184,129.454903
2022,5차,울산 주전,국내기인,플라스틱류,"끈(노끈, 포장용끈)",0,0.0,울산,PL,PL_2_24,20220930,동해안,35.568184,129.454903,35.568184,129.454903
2022,5차,울산 주전,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",2,0.1,울산,PL,PL_2_25,20220930,동해안,35.568184,129.454903,35.568184,129.454903
2022,5차,울산 주전,국내기인,플라스틱류,그물,0,0.0,울산,PL,PL_2_26,20220930,동해안,35.568184,129.454903,35.568184,129.454903
2022,5차,울산 주전,국내기인,플라스틱류,비닐봉지,0,0.0,울산,PL,PL_2_31,20220930,동해안,35.568184,129.454903,35.568184,129.454903
2022,5차,울산 주전,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",3,0.15,울산,PL,PL_2_32,20220930,동해안,35.568184,129.454903,35.568184,129.454903
2022,5차,울주 나사리,외국기인,플라스틱류,그물,0,0.0,울산,PL,PL_2_49,20220930,동해안,35.355592,129.334535,35.355072,129.333999
2022,5차,울주 나사리,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,울산,PL,PL_2_50,20220930,동해안,35.355592,129.334535,35.355072,129.333999
2022,5차,울주 나사리,국내기인,플라스틱류,"끈(노끈, 포장용끈)",0,0.0,울산,PL,PL_2_24,20220930,동해안,35.355592,129.334535,35.355072,129.333999
2022,5차,울주 나사리,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",10,0.5,울산,PL,PL_2_25,20220930,동해안,35.355592,129.334535,35.355072,129.333999
2022,5차,울주 나사리,국내기인,플라스틱류,그물,1,0.05,울산,PL,PL_2_26,20220930,동해안,35.355592,129.334535,35.355072,129.333999
2022,5차,울주 나사리,국내기인,플라스틱류,비닐봉지,12,0.6,울산,PL,PL_2_31,20220930,동해안,35.355592,129.334535,35.355072,129.333999
2022,5차,울주 나사리,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",2,0.1,울산,PL,PL_2_32,20220930,동해안,35.355592,129.334535,35.355072,129.333999
2022,5차,울진 후정,외국기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_49,20220930,동해안,37.070654,129.415776,37.07136,129.414542
2022,5차,울진 후정,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,경북,PL,PL_2_50,20220930,동해안,37.070654,129.415776,37.07136,129.414542
2022,5차,울진 후정,국내기인,플라스틱류,"끈(노끈, 포장용끈)",2,0.1,경북,PL,PL_2_24,20220930,동해안,37.070654,129.415776,37.07136,129.414542
2022,5차,울진 후정,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",35,1.75,경북,PL,PL_2_25,20220930,동해안,37.070654,129.415776,37.07136,129.414542
2022,5차,울진 후정,국내기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_26,20220930,동해안,37.070654,129.415776,37.07136,129.414542
2022,5차,울진 후정,국내기인,플라스틱류,비닐봉지,13,0.65,경북,PL,PL_2_31,20220930,동해안,37.070654,129.415776,37.07136,129.414542
2022,5차,울진 후정,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",1,0.05,경북,PL,PL_2_32,20220930,동해안,37.070654,129.415776,37.07136,129.414542
2022,5차,포항 구룡포,외국기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_49,20220930,동해안,36.063294,129.574351,36.063752,129.573411
2022,5차,포항 구룡포,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,경북,PL,PL_2_50,20220930,동해안,36.063294,129.574351,36.063752,129.573411
2022,5차,포항 구룡포,국내기인,플라스틱류,"끈(노끈, 포장용끈)",3,0.15,경북,PL,PL_2_24,20220930,동해안,36.063294,129.574351,36.063752,129.573411
2022,5차,포항 구룡포,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",35,1.75,경북,PL,PL_2_25,20220930,동해안,36.063294,129.574351,36.063752,129.573411
2022,5차,포항 구룡포,국내기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_26,20220930,동해안,36.063294,129.574351,36.063752,129.573411
2022,5차,포항 구룡포,국내기인,플라스틱류,비닐봉지,0,0.0,경북,PL,PL_2_31,20220930,동해안,36.063294,129.574351,36.063752,129.573411
2022,5차,포항 구룡포,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",7,0.35,경북,PL,PL_2_32,20220930,동해안,36.063294,129.574351,36.063752,129.573411
2022,5차,포항 칠포,외국기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_49,20220930,동해안,36.133848,129.398305,36.134681,129.397533
2022,5차,포항 칠포,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,경북,PL,PL_2_50,20220930,동해안,36.133848,129.398305,36.134681,129.397533
2022,5차,포항 칠포,국내기인,플라스틱류,"끈(노끈, 포장용끈)",10,0.5,경북,PL,PL_2_24,20220930,동해안,36.133848,129.398305,36.134681,129.397533
2022,5차,포항 칠포,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",51,2.55,경북,PL,PL_2_25,20220930,동해안,36.133848,129.398305,36.134681,129.397533
2022,5차,포항 칠포,국내기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_26,20220930,동해안,36.133848,129.398305,36.134681,129.397533
2022,5차,포항 칠포,국내기인,플라스틱류,비닐봉지,0,0.0,경북,PL,PL_2_31,20220930,동해안,36.133848,129.398305,36.134681,129.397533
2022,5차,포항 칠포,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",16,0.8,경북,PL,PL_2_32,20220930,동해안,36.133848,129.398305,36.134681,129.397533
2022,6차,강릉 송정,외국기인,플라스틱류,그물,0,0.0,강원,PL,PL_2_49,20221130,동해안,37.780347,128.937288,37.780843,128.936559
2022,6차,강릉 송정,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,강원,PL,PL_2_50,20221130,동해안,37.780347,128.937288,37.780843,128.936559
2022,6차,강릉 송정,국내기인,플라스틱류,"끈(노끈, 포장용끈)",1,0.05,강원,PL,PL_2_24,20221130,동해안,37.780347,128.937288,37.780843,128.936559
2022,6차,강릉 송정,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",55,2.75,강원,PL,PL_2_25,20221130,동해안,37.780347,128.937288,37.780843,128.936559
2022,6차,강릉 송정,국내기인,플라스틱류,그물,0,0.0,강원,PL,PL_2_26,20221130,동해안,37.780347,128.937288,37.780843,128.936559
2022,6차,강릉 송정,국내기인,플라스틱류,비닐봉지,0,0.0,강원,PL,PL_2_31,20221130,동해안,37.780347,128.937288,37.780843,128.936559
2022,6차,강릉 송정,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0.0,강원,PL,PL_2_32,20221130,동해안,37.780347,128.937288,37.780843,128.936559
2022,6차,동해 노봉,외국기인,플라스틱류,그물,0,0.0,강원,PL,PL_2_49,20221130,동해안,37.58859,129.09935,37.589185,129.098299
2022,6차,동해 노봉,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,강원,PL,PL_2_50,20221130,동해안,37.58859,129.09935,37.589185,129.098299
2022,6차,동해 노봉,국내기인,플라스틱류,"끈(노끈, 포장용끈)",5,0.25,강원,PL,PL_2_24,20221130,동해안,37.58859,129.09935,37.589185,129.098299
2022,6차,동해 노봉,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",8,0.4,강원,PL,PL_2_25,20221130,동해안,37.58859,129.09935,37.589185,129.098299
2022,6차,동해 노봉,국내기인,플라스틱류,그물,0,0.0,강원,PL,PL_2_26,20221130,동해안,37.58859,129.09935,37.589185,129.098299
2022,6차,동해 노봉,국내기인,플라스틱류,비닐봉지,0,0.0,강원,PL,PL_2_31,20221130,동해안,37.58859,129.09935,37.589185,129.098299
2022,6차,동해 노봉,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0.0,강원,PL,PL_2_32,20221130,동해안,37.58859,129.09935,37.589185,129.098299
2022,6차,부산 일광,외국기인,플라스틱류,그물,0,0.0,부산,PL,PL_2_49,20221130,동해안,35.252181,129.252428,35.252181,129.252428
2022,6차,부산 일광,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,부산,PL,PL_2_50,20221130,동해안,35.252181,129.252428,35.252181,129.252428
2022,6차,부산 일광,국내기인,플라스틱류,"끈(노끈, 포장용끈)",11,0.55,부산,PL,PL_2_24,20221130,동해안,35.252181,129.252428,35.252181,129.252428
2022,6차,부산 일광,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",31,1.55,부산,PL,PL_2_25,20221130,동해안,35.252181,129.252428,35.252181,129.252428
2022,6차,부산 일광,국내기인,플라스틱류,그물,11,0.55,부산,PL,PL_2_26,20221130,동해안,35.252181,129.252428,35.252181,129.252428
2022,6차,부산 일광,국내기인,플라스틱류,비닐봉지,10,0.5,부산,PL,PL_2_31,20221130,동해안,35.252181,129.252428,35.252181,129.252428
2022,6차,부산 일광,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",37,1.85,부산,PL,PL_2_32,20221130,동해안,35.252181,129.252428,35.252181,129.252428
2022,6차,속초 청초,외국기인,플라스틱류,그물,0,0.0,강원,PL,PL_2_49,20221130,동해안,38.200627,128.597016,38.198843,128.597144
2022,6차,속초 청초,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,강원,PL,PL_2_50,20221130,동해안,38.200627,128.597016,38.198843,128.597144
2022,6차,속초 청초,국내기인,플라스틱류,"끈(노끈, 포장용끈)",0,0.0,강원,PL,PL_2_24,20221130,동해안,38.200627,128.597016,38.198843,128.597144
2022,6차,속초 청초,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",13,0.65,강원,PL,PL_2_25,20221130,동해안,38.200627,128.597016,38.198843,128.597144
2022,6차,속초 청초,국내기인,플라스틱류,그물,0,0.0,강원,PL,PL_2_26,20221130,동해안,38.200627,128.597016,38.198843,128.597144
2022,6차,속초 청초,국내기인,플라스틱류,비닐봉지,1,0.05,강원,PL,PL_2_31,20221130,동해안,38.200627,128.597016,38.198843,128.597144
2022,6차,속초 청초,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0.0,강원,PL,PL_2_32,20221130,동해안,38.200627,128.597016,38.198843,128.597144
2022,6차,영덕 고래불,외국기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_49,20221130,동해안,36.591809,129.4101,36.590093,129.410426
2022,6차,영덕 고래불,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",0,0.0,경북,PL,PL_2_50,20221130,동해안,36.591809,129.4101,36.590093,129.410426
2022,6차,영덕 고래불,국내기인,플라스틱류,"끈(노끈, 포장용끈)",0,0.0,경북,PL,PL_2_24,20221130,동해안,36.591809,129.4101,36.590093,129.410426
2022,6차,영덕 고래불,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",12,0.6,경북,PL,PL_2_25,20221130,동해안,36.591809,129.4101,36.590093,129.410426
2022,6차,영덕 고래불,국내기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_26,20221130,동해안,36.591809,129.4101,36.590093,129.410426
2022,6차,영덕 고래불,국내기인,플라스틱류,비닐봉지,0,0.0,경북,PL,PL_2_31,20221130,동해안,36.591809,129.4101,36.590093,129.410426
2022,6차,영덕 고래불,국내기인,플라스틱류,"비닐포장(빙과류, 과자봉지 등)",0,0.0,경북,PL,PL_2_32,20221130,동해안,36.591809,129.4101,36.590093,129.410426
2022,6차,울릉 현포,외국기인,플라스틱류,그물,0,0.0,경북,PL,PL_2_49,20221130,동해안,37.52323,130.814637,37.52323,130.814637
2022,6차,울릉 현포,외국기인,플라스틱류,"비닐포장(빙과류, 과자봉지, 비닐봉지 등)",4,0.2,경북,PL,PL_2_50,20221130,동해안,37.52323,130.814637,37.52323,130.814637
2022,6차,울릉 현포,국내기인,플라스틱류,"끈(노끈, 포장용끈)",19,0.95,경북,PL,PL_2_24,20221130,동해안,37.52323,130.814637,37.52323,130.814637
2022,6차,울릉 현포,국내기인,플라스틱류,"밧줄(꼬인 것, 어업용)",44,2.2,경북,PL,PL_2_25,20221130,동해안,37.52323,130.814637,37.52323,130.814637
2022,6차,울릉 현포,국내기인,플라스틱류,그물,2,0.1,경북,PL,PL_2_26,20221130,동해안,37.52323,130.814637,37.52323,130.814637
2022,6차,울릉 현포,국내기인,플라스틱류,비닐봉지,0,0.0,경북,PL,PL_2_31,20221130,동해안,37.52323,130.814637,37.52323,130.814637
